 file_number,mc_time, temperature, number_adsorbates, coverage, mc_step, cpu_time, rewrites, sorting, diff1, diff2, diff3, diff4, diff5, diff6, enclosed_atoms 
 001,0,	60,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0 
 002,0.0064,	60,	1,	1.6e-05,	1,	0.000238,	1,	0,	0,	0,	1,	0,	0,	0,	0 
 003,0.200001,	60,	62,	0.000992,	12956,	0.110284,	13033,	0,	2155,	2150,	2176,	2095,	2149,	2170,	0 
 004,0.400005,	60,	124,	0.001984,	38464,	0.551504,	38695,	0,	6394,	6406,	6478,	6296,	6374,	6393,	0 
 005,0.600006,	60,	187,	0.002992,	62403,	1.35789,	62843,	0,	10412,	10370,	10358,	10311,	10430,	10336,	0 
 006,0.800004,	60,	249,	0.003984,	85478,	2.60917,	86153,	0,	14181,	14319,	14111,	14210,	14261,	14148,	0 
 007,1.00001,	60,	312,	0.004992,	104740,	4.47963,	105675,	0,	17360,	17523,	17287,	17376,	17452,	17431,	0 
 008,1.20001,	60,	374,	0.005984,	118405,	6.96842,	119581,	0,	19662,	19810,	19549,	19564,	19686,	19761,	0 
 009,1.40001,	60,	437,	0.006992,	135566,	10.6563,	137002,	0,	22460,	22721,	22407,	22382,	22576,	22584,	0 
 010,1.60001,	60,	499,	0.007984,	150892,	15.1643,	152586,	0,	24978,	25267,	24895,	24942,	25153,	25159,	0 
 011,1.8,	60,	562,	0.008992,	166103,	20.9133,	168067,	19,	27442,	27745,	27404,	27550,	27640,	27761,	1 
 012,2.00002,	60,	624,	0.009984,	182152,	27.9339,	184399,	132,	30123,	30342,	30043,	30326,	30271,	30424,	3 
 013,2.20003,	62.9988,	625,	0.01,	187772,	28.6669,	190142,	132,	31075,	31292,	30931,	31226,	31217,	31407,	3 
 014,2.4001,	65.9992,	625,	0.01,	189298,	29.0668,	191988,	132,	31333,	31516,	31203,	31487,	31451,	31684,	3 
 015,2.60007,	68.9991,	625,	0.01,	191360,	29.7766,	194990,	132,	31693,	31863,	31549,	31796,	31805,	32030,	3 
 016,2.80006,	71.9997,	625,	0.01,	195025,	31.2526,	201087,	132,	32348,	32488,	32138,	32366,	32465,	32596,	3 
 017,3.00003,	74.9996,	625,	0.01,	201708,	33.9024,	212394,	132,	33494,	33573,	33267,	33466,	33541,	33743,	3 
 018,3.20002,	77.9995,	625,	0.01,	212524,	37.8667,	230101,	132,	35252,	35459,	35040,	35188,	35418,	35543,	3 
 019,3.4,	80.9991,	625,	0.01,	221067,	41.1656,	244236,	132,	36648,	36877,	36516,	36611,	36850,	36941,	3 
 020,3.60009,	83.9995,	625,	0.01,	226386,	43.378,	253365,	132,	37501,	37797,	37382,	37508,	37739,	37835,	3 
 021,3.8,	86.9812,	625,	0.01,	226883,	43.8091,	254320,	132,	37582,	37888,	37462,	37601,	37815,	37911,	3 
 022,4.00065,	89.9973,	625,	0.01,	227418,	44.3017,	255385,	132,	37674,	37983,	37552,	37684,	37912,	37989,	3 
 023,4.20001,	92.9997,	625,	0.01,	229034,	45.2433,	258249,	135,	37938,	38245,	37828,	37971,	38167,	38261,	2 
 024,4.4002,	95.9997,	625,	0.01,	234535,	46.9746,	266002,	135,	38866,	39180,	38709,	38861,	39101,	39194,	2 
 025,4.60004,	98.9958,	625,	0.01,	236048,	48.0761,	268907,	135,	39126,	39442,	38959,	39088,	39353,	39456,	2 
 026,4.80001,	101.997,	625,	0.01,	238076,	49.5871,	272904,	138,	39455,	39815,	39274,	39418,	39691,	39799,	2 
 027,5.00072,	104.994,	625,	0.01,	241522,	51.0418,	277892,	138,	40019,	40376,	39893,	40006,	40238,	40366,	2 
 028,5.20052,	107.999,	625,	0.01,	242915,	52.2124,	280675,	138,	40257,	40607,	40121,	40229,	40469,	40608,	2 
 029,5.40007,	110.996,	625,	0.01,	251676,	56.0387,	294329,	170,	41734,	42060,	41644,	41645,	41972,	41997,	3 
 030,5.60004,	113.997,	625,	0.01,	259409,	59.8429,	306592,	190,	43007,	43389,	42942,	42946,	43289,	43212,	3 
 031,5.80006,	116.997,	625,	0.01,	268061,	63.9325,	320064,	214,	44456,	44746,	44357,	44536,	44698,	44644,	3 
 032,6.0001,	119.997,	625,	0.01,	278311,	68.8852,	336217,	286,	46086,	46435,	46060,	46211,	46547,	46348,	5 
 033,6.20005,	122.999,	625,	0.01,	290167,	75.5179,	355561,	426,	48062,	48483,	48053,	48171,	48492,	48282,	10 
 034,6.40005,	125.999,	625,	0.01,	309548,	85.3042,	385678,	910,	51284,	51666,	51338,	51371,	51773,	51492,	9 
 035,6.60002,	128.999,	625,	0.01,	338057,	100.675,	431702,	1566,	56046,	56360,	56058,	56226,	56572,	56171,	15 
 036,6.8,	132,	625,	0.01,	396035,	129.367,	521666,	2701,	65569,	66135,	65831,	65919,	66241,	65716,	27 
 037,7,	135,	625,	0.01,	483835,	168.102,	650879,	5810,	80037,	80802,	80448,	80326,	81140,	80458,	34 
 038,7.20002,	138,	625,	0.01,	548673,	199.964,	748717,	9135,	90723,	91777,	91178,	91187,	92038,	91146,	43 
 039,7.40001,	141,	625,	0.01,	609534,	231.115,	840914,	12413,	100982,	101978,	101158,	101426,	102226,	101140,	63 
 040,7.6001,	143.999,	625,	0.01,	687131,	263.332,	949281,	16818,	114044,	115061,	114006,	114054,	115335,	114007,	77 
 041,7.80012,	146.996,	625,	0.01,	726030,	283.881,	1008581,	20283,	120299,	121665,	120507,	120357,	121989,	120589,	88 
 042,8.00003,	150,	625,	0.01,	780578,	315.38,	1093639,	24655,	129391,	130783,	129645,	129221,	131020,	129894,	90 
 043,8.20002,	153,	625,	0.01,	838976,	347.221,	1183100,	31936,	139205,	140568,	139199,	139122,	140798,	139460,	111 
 044,8.40005,	155.998,	625,	0.01,	896969,	377.921,	1268843,	43955,	149074,	150317,	148744,	148810,	150348,	149052,	110 
 045,8.60045,	158.989,	625,	0.01,	909721,	387.638,	1290071,	48493,	151207,	152407,	150799,	150983,	152508,	151193,	131 
 046,8.80005,	162,	625,	0.01,	1.00638e+06,	427.957,	1422458,	61163,	167217,	168524,	167055,	167258,	168406,	167297,	124 
 047,9,	165,	625,	0.01,	1.05401e+06,	461.443,	1500244,	73584,	175167,	176456,	175097,	175268,	176401,	175001,	121 
 048,9.20001,	167.999,	625,	0.01,	1.10748e+06,	485.605,	1573701,	86398,	184122,	185230,	183945,	184102,	185421,	184039,	140 
 049,9.4,	170.999,	625,	0.01,	1.19092e+06,	523.221,	1689075,	108704,	198066,	199507,	197644,	197857,	199517,	197702,	144 
 050,9.60004,	173.999,	625,	0.01,	1.23325e+06,	554.698,	1759302,	123211,	205124,	206576,	204634,	205170,	206655,	204467,	147 
 051,9.8,	176.998,	625,	0.01,	1.3297e+06,	596.642,	1891059,	150361,	220922,	222746,	220684,	221317,	223004,	220405,	155 
 052,10,	179.999,	625,	0.01,	1.35858e+06,	619.625,	1939373,	168817,	225809,	227694,	225319,	226230,	227811,	225097,	166 
 053,10.2,	183,	625,	0.01,	1.44852e+06,	672.946,	2074331,	201887,	240744,	242978,	240542,	241146,	242678,	239812,	156 
 054,10.4,	186,	625,	0.01,	1.55148e+06,	738.095,	2231718,	254831,	257936,	260287,	257940,	258323,	259602,	256770,	160 
 055,10.6,	189,	625,	0.01,	1.82795e+06,	865.843,	2611026,	346648,	304445,	306293,	304310,	304961,	305238,	302078,	192 
 056,10.8,	191.999,	625,	0.01,	1.96952e+06,	937.383,	2808706,	419465,	327924,	329876,	328219,	329010,	328722,	325144,	186 
 057,11,	194.999,	625,	0.01,	2.13332e+06,	1020.65,	3039012,	496664,	355552,	357736,	355186,	356544,	355917,	351766,	213 
 058,11.2,	198,	625,	0.01,	2.25067e+06,	1099.68,	3219084,	568294,	375193,	377353,	374209,	376475,	376041,	370772,	199 
 059,11.4,	201,	625,	0.01,	2.50007e+06,	1237.86,	3574060,	706952,	417135,	419771,	415623,	418260,	417429,	411231,	209 
 060,11.6,	204,	625,	0.01,	2.85127e+06,	1415.56,	4059979,	896606,	475558,	478610,	473989,	477371,	476612,	468502,	211 
 061,11.8,	207,	625,	0.01,	3.29468e+06,	1627.69,	4661849,	1113181,	550716,	552881,	546067,	551979,	551258,	541150,	214 
 062,12,	210,	625,	0.01,	3.79549e+06,	1871.54,	5342636,	1406775,	635324,	636255,	629390,	635860,	635133,	622900,	227 
 063,12.2,	210,	625,	0.01,	4.21139e+06,	2104.65,	5936816,	1667760,	705497,	706618,	697194,	706330,	705213,	689913,	257 
 064,12.4,	210,	625,	0.01,	4.52953e+06,	2294.72,	6398328,	1874601,	760031,	759833,	749128,	760428,	758320,	741163,	233 
 065,12.6,	210,	625,	0.01,	4.87242e+06,	2498.72,	6892174,	2119329,	818540,	817553,	804749,	818467,	816290,	796196,	245 
 066,12.8,	210,	625,	0.01,	5.18429e+06,	2696.16,	7353449,	2329313,	871046,	870801,	855563,	871323,	868690,	846243,	248 
 067,13,	210,	625,	0.01,	5.47983e+06,	2898.68,	7806086,	2527467,	921285,	920378,	903698,	921697,	918524,	893625,	222 
 068,13.2,	210,	625,	0.01,	5.97439e+06,	3151.13,	8479141,	2803667,	1005059,	1003652,	983892,	1005417,	1001504,	974239,	234 
 069,13.4,	210,	625,	0.01,	6.3849e+06,	3386.9,	9069623,	3026795,	1074771,	1073007,	1051383,	1074729,	1070119,	1040267,	256 
 070,13.6,	210,	625,	0.01,	6.70968e+06,	3573.51,	9534242,	3234886,	1130224,	1128404,	1103744,	1129134,	1124805,	1092746,	262 
 071,13.8,	210,	625,	0.01,	7.13542e+06,	3788.33,	10115353,	3456902,	1202103,	1199819,	1172863,	1201662,	1196906,	1161447,	259 
 072,14,	210,	625,	0.01,	7.51655e+06,	3963.62,	10623611,	3674961,	1265930,	1264672,	1235338,	1266610,	1260667,	1222713,	290 
 073,14.2,	210,	625,	0.01,	7.75873e+06,	4096.66,	10965444,	3825320,	1307140,	1305748,	1274597,	1308293,	1300728,	1261600,	303 
 074,14.4,	210,	625,	0.01,	7.99311e+06,	4228.57,	11297903,	3980683,	1347757,	1344878,	1312215,	1348358,	1339826,	1299452,	292 
 075,14.6,	210,	625,	0.01,	8.19396e+06,	4351.88,	11593825,	4117310,	1382982,	1379100,	1343943,	1383103,	1373630,	1330580,	275 
 076,14.8,	210,	625,	0.01,	8.39455e+06,	4482.07,	11894669,	4275587,	1418255,	1413249,	1375419,	1417386,	1407903,	1361710,	271 
 077,15,	210,	625,	0.01,	8.61264e+06,	4624.68,	12225018,	4433051,	1455830,	1450880,	1410100,	1454180,	1444915,	1396113,	279 
 078,15.2,	210,	625,	0.01,	8.87185e+06,	4761.52,	12585242,	4625226,	1499726,	1494323,	1452708,	1498202,	1488050,	1438218,	278 
 079,15.4,	210,	625,	0.01,	9.11409e+06,	4896.95,	12930022,	4785676,	1541822,	1535432,	1490653,	1539465,	1529045,	1477045,	294 
 080,15.6,	210,	625,	0.01,	9.31541e+06,	5020.98,	13226765,	4941695,	1577420,	1569632,	1522687,	1573582,	1562837,	1508630,	295 
 081,15.8,	210,	625,	0.01,	9.52104e+06,	5153.28,	13535867,	5088701,	1613174,	1604600,	1555578,	1608592,	1597512,	1540965,	272 
 082,16,	210,	625,	0.01,	9.70568e+06,	5269.87,	13810740,	5223481,	1645913,	1635960,	1584670,	1640119,	1628481,	1569915,	302 
 083,16.2,	210,	625,	0.01,	9.88599e+06,	5393.86,	14086991,	5367598,	1677157,	1667024,	1613269,	1670953,	1658761,	1598198,	283 
 084,16.4,	210,	625,	0.01,	1.00588e+07,	5517.46,	14357576,	5487747,	1707263,	1696289,	1640138,	1700977,	1688215,	1625329,	279 
